"dataset","id","dono","dono_email","autor","data_hora_criacao","data_hora_atualizacao","documentacao","codigo_sgs","status","data_inicial","data_final","unidade_medida","qtd_links","periodicidade","tipo_serie","url","notas","categoria_principal"
"Concessões de crédito com recursos direcionados - Pessoas físicas - Financiamento agroindustrial com recursos do BNDES","20707-concessoes-de-credito-com-recursos-direcionados---pessoas-fisicas---financiamento-agroindustr","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:10.009343","2017-12-28T12:18:16.507284","N/A",20707,"active","01-03-2011","","Milhões de reais",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20707","

 Conceito: Valor das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","recurso, credito, financiamento, font, vinculado"
"Concessões de crédito com recursos direcionados - Pessoas físicas - Financiamento com recursos do BNDES total","20708-concessoes-de-credito-com-recursos-direcionados---pessoas-fisicas---financiamento-com-recurso","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:10.546746","2017-12-28T12:18:16.526182","N/A",20708,"active","01-03-2011","","Milhões de reais",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20708","

 Conceito: Valor das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","recurso, credito, financiamento, font, vinculado"
"Concessões de crédito com recursos direcionados - Pessoas físicas - Microcrédito destinado a consumo","20709-concessoes-de-credito-com-recursos-direcionados---pessoas-fisicas---microcredito-destinado-a-","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:12.122498","2017-12-28T12:18:16.457378","N/A",20709,"active","01-03-2011","","Milhões de reais",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20709","

 Conceito: Valor das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","recurso, credito, font, vinculado, aplicacao, brasil, caderneta, captaco, cmn, comprovacao, conceito, conselho, contratada, departamento, deposito, destinacao, especifica, estatistica, financiamento, fundo, investimento, longo, medio, monetario, nacion, nova, operaco, orcamentario, part, periodo, poupanca, prazo, producao, programa, publico, refer, referencia, regulamentado, tendo, valor, vista, voltado, concesso, consumo, destinado, direcionado, fisica, microcredito, pessoa"
"Concessões de crédito com recursos direcionados - Pessoas físicas - Microcrédito destinado a microempreendedores","20710-concessoes-de-credito-com-recursos-direcionados---pessoas-fisicas---microcredito-destinado-a-","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:12.185682","2017-12-28T12:18:16.273999","N/A",20710,"active","01-03-2011","","Milhões de reais",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20710","

 Conceito: Valor das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","recurso, credito, font, vinculado, aplicacao, brasil, caderneta, captaco, cmn, comprovacao, conceito, conselho, contratada, departamento, deposito, destinacao, especifica, estatistica, financiamento, fundo, investimento, longo, medio, monetario, nacion, nova, operaco, orcamentario, part, periodo, poupanca, prazo, producao, programa, publico, refer, referencia, regulamentado, tendo, valor, vista, voltado, concesso, destinado, direcionado, fisica, microcredito, microempreendedor, pessoa"
"Concessões de crédito com recursos direcionados - Pessoas físicas - Microcrédito total","20712-concessoes-de-credito-com-recursos-direcionados---pessoas-fisicas---microcredito-total","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:12.334441","2017-12-28T12:18:16.577501","N/A",20712,"active","01-03-2011","","Milhões de reais",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20712","

 Conceito: Valor das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","recurso, credito, font, vinculado, aplicacao, brasil, caderneta, captaco, cmn, comprovacao, conceito, conselho, contratada, departamento, deposito, destinacao, especifica, estatistica, financiamento, fundo, investimento, longo, medio, monetario, nacion, nova, operaco, orcamentario, part, periodo, poupanca, prazo, producao, programa, publico, refer, referencia, regulamentado, tendo, valor, vista, voltado, concesso, direcionado, fisica, microcredito, pessoa, total"
"Concessões de crédito com recursos direcionados - Pessoas físicas - Outros créditos direcionados","20713-concessoes-de-credito-com-recursos-direcionados---pessoas-fisicas---outros-creditos-direciona","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:12.032162","2017-12-28T12:18:16.523778","N/A",20713,"active","01-03-2011","","Milhões de reais",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20713","

 Conceito: Valor das novas operações de crédito regulamentado pelo Conselho Monetário Nacional (CMN) ou vinculado a recursos orçamentários, contratadas no período de referência. Refere-se aos financiamentos com destinação específica, vinculados à comprovação da aplicação dos recursos voltados para a produção e investimento de médio e longo prazos, tendo como fonte de recursos parte das captações de depósitos à vista e de caderneta de poupança, e fundos e programas públicos.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","recurso, credito, font, vinculado, direcionado"
"Taxa média de juros das operações de crédito - Total","20714-taxa-media-de-juros-das-operacoes-de-credito---total","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:03:29.370288","2017-12-28T12:18:16.475943","N/A",20714,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20714","

 Conceito: Taxa média de juros das novas operações de crédito contratadas no período de referência no Sistema Financeiro Nacional. Taxa ponderada pelo valor das concessões. Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","credito, operaco, taxa, contratada, juro, media, segmento"
"Taxa média de juros das operações de crédito - Pessoas jurídicas - Total","20715-taxa-media-de-juros-das-operacoes-de-credito---pessoas-juridicas---total","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:03:29.636658","2017-12-28T12:18:16.171257","N/A",20715,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20715","

 Conceito: Taxa média de juros das novas operações de crédito contratadas no período de referência no Sistema Financeiro Nacional. Taxa ponderada pelo valor das concessões. Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","credito, operaco, taxa, contratada, juro, media, segmento"
"Taxa média de juros das operações de crédito - Pessoas físicas - Total","20716-taxa-media-de-juros-das-operacoes-de-credito---pessoas-fisicas---total","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:03:29.790885","2017-12-28T12:18:16.501153","N/A",20716,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20716","

 Conceito: Taxa média de juros das novas operações de crédito contratadas no período de referência no Sistema Financeiro Nacional. Taxa ponderada pelo valor das concessões. Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","credito, operaco, taxa, contratada, juro, media, segmento"
"Taxa média de juros das operações de crédito com recursos livres - Total","20717-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---total","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:03:30.021884","2017-12-28T12:18:17.914067","N/A",20717,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20717","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Total","20718-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---total","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:03:30.312226","2017-12-28T12:18:18.003113","N/A",20718,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20718","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Desconto de duplicatas e recebíveis","20719-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---descon","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:12.425277","2017-12-28T12:18:17.993639","N/A",20719,"active","01-07-1994","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20719","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Desconto de cheques","20720-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---descon","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:12.483952","2017-12-28T12:18:17.958131","N/A",20720,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20720","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Antecipação de faturas de cartão de crédito","20721-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---anteci","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:13.152511","2017-12-28T12:20:39.451415","N/A",20721,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20721","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, credito, recurso, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo de até 365 dias","20722-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---capita","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:13.266110","2017-12-28T12:18:18.086074","N/A",20722,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20722","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Capital de giro com prazo superior a 365 dias","20723-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---capita","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:13.180520","2017-12-28T12:20:39.359478","N/A",20723,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20723","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Capital de giro rotativo","20724-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---capita","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:13.821206","2017-12-28T12:18:18.110694","N/A",20724,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20724","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Capital de giro total","20725-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---capita","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:13.699519","2017-12-28T12:18:18.012442","N/A",20725,"active","01-06-2000","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20725","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Conta garantida","20726-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---conta-","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:14.071600","2017-12-28T12:20:39.260782","N/A",20726,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20726","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Cheque especial","20727-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---cheque","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:14.143959","2017-12-28T12:18:19.340237","N/A",20727,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20727","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Aquisição de veículos","20728-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---aquisi","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:14.817615","2017-12-28T12:18:19.343102","N/A",20728,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20728","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Aquisição de outros bens","20729-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---aquisi","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:14.675815","2017-12-28T12:18:19.335766","N/A",20729,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20729","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Aquisição de bens total","20730-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---aquisi","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:14.988346","2017-12-28T12:18:19.321472","N/A",20730,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20730","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de veículos","20731-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---arrend","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:15.418799","2017-12-28T12:18:19.378516","N/A",20731,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20731","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil de outros bens","20732-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---arrend","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:15.583172","2017-12-28T12:18:19.387947","N/A",20732,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20732","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Arrendamento mercantil total","20733-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---arrend","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:15.876972","2017-12-28T12:18:19.393613","N/A",20733,"active","01-03-2011","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20733","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
"Taxa média de juros das operações de crédito com recursos livres - Pessoas jurídicas - Vendor","20734-taxa-media-de-juros-das-operacoes-de-credito-com-recursos-livres---pessoas-juridicas---vendor","Banco Central do Brasil/Departamento Econômico","N/A","Banco Central do Brasil/Departamento Econômico","2017-07-31T23:05:15.634784","2017-12-28T12:18:19.389298","N/A",20734,"active","01-06-2000","","Percentual ao ano",4,"mensal","Série temporal mensal","https://www3.bcb.gov.br/sgspub/consultarvalores/consultarValoresSeries.do?method=consultarGraficoPorId&hdOidSeriesSelecionadas=20734","

 Conceito: Taxa média de juros das novas operações de crédito livre contratadas no período de referência. Taxa ponderada pelo valor das concessões. Não inclui operações referenciadas em taxas regulamentadas, operações vinculadas a recursos do Banco Nacional de Desenvolvimento Econômico e Social (BNDES) ou quaisquer outras lastreadas em recursos compulsórios ou governamentais.

 Fonte: Banco Central do Brasil – Departamento de Estatísticas","operaco, taxa, recurso, credito, juro, livr, media"
